code,level,link,name,parentCode
230671010000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/06/71/230671010.html,开发区黎明街道,230671000
230804198000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/08/04/230804198.html,区直辖村级区划,230804000
230804579000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/08/04/230804579.html,前进区农垦,230804000
230624100000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/06/24/230624100.html,泰康镇,230624000
230624101000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/06/24/230624101.html,胡吉吐莫镇,230624000
230624102000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/06/24/230624102.html,烟筒屯镇,230624000
230624103000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/06/24/230624103.html,他拉哈镇,230624000
230624104000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/06/24/230624104.html,连环湖镇,230624000
230624200000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/06/24/230624200.html,一心乡,230624000
230624201000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/06/24/230624201.html,克尔台乡,230624000
230624203000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/06/24/230624203.html,敖林西伯乡,230624000
230624204000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/06/24/230624204.html,巴彦查干乡,230624000
230624205000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/06/24/230624205.html,腰新乡,230624000
230624206000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/06/24/230624206.html,江湾乡,230624000
230624500000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/06/24/230624500.html,绿色草原牧场,230624000
230624501000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/06/24/230624501.html,大山种羊场,230624000
230805001000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/08/05/230805001.html,晓云街道,230805000
230805002000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/08/05/230805002.html,佳东街道,230805000
230805003000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/08/05/230805003.html,造纸街道,230805000
230805004000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/08/05/230805004.html,佳南街道,230805000
230803001000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/08/03/230803001.html,西林街道,230803000
230805005000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/08/05/230805005.html,建国街道,230805000
230803002000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/08/03/230803002.html,保卫街道,230803000
230803003000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/08/03/230803003.html,桥南街道,230803000
230805100000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/08/05/230805100.html,建国镇,230805000
230805200000,3,http://www.stats.gov.cn/tjsj/tjbz/tjyqhdmhcxhfdm/2019/23/08/05/230805200.html,松江乡,230805000
